note-program9-degree67-volume100.mid.wav.ogg,0.0
note-program9-degree60-volume100.mid.wav.ogg,0.0
note-program9-degree62-volume100.mid.wav.ogg,0.0
note-program9-degree71-volume40.mid.wav.ogg,0.0
note-program9-degree60-volume70.mid.wav.ogg,0.0
note-program9-degree72-volume40.mid.wav.ogg,0.0
note-program9-degree65-volume100.mid.wav.ogg,0.0
note-program9-degree62-volume40.mid.wav.ogg,0.0
note-program9-degree67-volume70.mid.wav.ogg,0.0
note-program9-degree71-volume100.mid.wav.ogg,0.0
note-program9-degree65-volume40.mid.wav.ogg,0.0
note-program6-degree67-volume100.mid.wav.ogg,0.0
note-program6-degree64-volume40.mid.wav.ogg,0.0
note-program6-degree72-volume100.mid.wav.ogg,0.0
note-program6-degree60-volume40.mid.wav.ogg,0.0
note-program6-degree67-volume40.mid.wav.ogg,0.0
note-program6-degree64-volume100.mid.wav.ogg,0.0
note-program6-degree69-volume100.mid.wav.ogg,0.0
note-program6-degree71-volume70.mid.wav.ogg,0.0
note-program6-degree67-volume70.mid.wav.ogg,0.0
note-program6-degree65-volume100.mid.wav.ogg,0.0
note-program6-degree62-volume100.mid.wav.ogg,0.0
note-program6-degree62-volume40.mid.wav.ogg,0.0
note-program6-degree64-volume70.mid.wav.ogg,0.0
note-program6-degree62-volume70.mid.wav.ogg,0.0
note-program6-degree60-volume70.mid.wav.ogg,0.0
note-program6-degree65-volume40.mid.wav.ogg,0.0
note-program6-degree69-volume70.mid.wav.ogg,0.0
note-program6-degree72-volume40.mid.wav.ogg,0.0
note-program6-degree72-volume70.mid.wav.ogg,0.0
note-program6-degree71-volume100.mid.wav.ogg,0.0
note-program6-degree69-volume40.mid.wav.ogg,0.0
note-program6-degree60-volume100.mid.wav.ogg,0.0
note-program7-degree69-volume100.mid.wav.ogg,0.0
note-program7-degree65-volume70.mid.wav.ogg,0.0
note-program7-degree65-volume40.mid.wav.ogg,0.0
note-program7-degree72-volume40.mid.wav.ogg,0.0
note-program7-degree64-volume70.mid.wav.ogg,0.0
note-program7-degree64-volume40.mid.wav.ogg,0.0
note-program7-degree71-volume40.mid.wav.ogg,0.0
note-program7-degree67-volume100.mid.wav.ogg,0.0
note-program7-degree62-volume70.mid.wav.ogg,0.0
note-program7-degree64-volume100.mid.wav.ogg,0.0
note-program7-degree60-volume100.mid.wav.ogg,0.0
note-program7-degree65-volume100.mid.wav.ogg,0.0
note-program7-degree71-volume100.mid.wav.ogg,0.0
note-program7-degree67-volume70.mid.wav.ogg,0.0
note-program7-degree72-volume100.mid.wav.ogg,0.0
note-program7-degree62-volume40.mid.wav.ogg,0.0
note-program7-degree72-volume70.mid.wav.ogg,0.0
note-program7-degree60-volume70.mid.wav.ogg,0.0
note-program7-degree67-volume40.mid.wav.ogg,0.0
note-program7-degree62-volume100.mid.wav.ogg,0.0
note-program7-degree60-volume40.mid.wav.ogg,0.0
note-program7-degree71-volume70.mid.wav.ogg,0.0
note-program7-degree69-volume40.mid.wav.ogg,0.0
note-program2-degree67-volume40.mid.wav.ogg,0.0
note-program2-degree60-volume70.mid.wav.ogg,0.0
note-program2-degree60-volume40.mid.wav.ogg,0.0
note-program2-degree64-volume100.mid.wav.ogg,0.0
note-program2-degree71-volume100.mid.wav.ogg,0.0
note-program2-degree72-volume40.mid.wav.ogg,0.0
note-program2-degree72-volume100.mid.wav.ogg,0.0
note-program2-degree71-volume40.mid.wav.ogg,0.0
note-program2-degree67-volume100.mid.wav.ogg,0.0
note-program2-degree67-volume70.mid.wav.ogg,0.0
note-program2-degree64-volume40.mid.wav.ogg,0.0
note-program2-degree69-volume40.mid.wav.ogg,0.0
note-program2-degree62-volume100.mid.wav.ogg,0.0
note-program2-degree65-volume70.mid.wav.ogg,0.0
note-program2-degree60-volume100.mid.wav.ogg,0.0
note-program2-degree65-volume40.mid.wav.ogg,0.0
note-program2-degree62-volume40.mid.wav.ogg,0.0
note-program2-degree71-volume70.mid.wav.ogg,0.0
note-program2-degree69-volume70.mid.wav.ogg,0.0
note-program1-degree71-volume70.mid.wav.ogg,0.0
note-program1-degree65-volume70.mid.wav.ogg,0.0
note-program1-degree71-volume100.mid.wav.ogg,0.0
note-program1-degree62-volume70.mid.wav.ogg,0.0
note-program1-degree65-volume40.mid.wav.ogg,0.0
note-program1-degree65-volume100.mid.wav.ogg,0.0
note-program1-degree64-volume100.mid.wav.ogg,0.0
note-program1-degree67-volume100.mid.wav.ogg,0.0
note-program1-degree67-volume70.mid.wav.ogg,0.0
note-program1-degree60-volume40.mid.wav.ogg,0.0
note-program1-degree64-volume70.mid.wav.ogg,0.0
note-program1-degree67-volume40.mid.wav.ogg,0.0
note-program1-degree60-volume100.mid.wav.ogg,0.0
note-program1-degree69-volume70.mid.wav.ogg,0.0
note-program1-degree72-volume100.mid.wav.ogg,0.0
note-program1-degree69-volume40.mid.wav.ogg,0.0
note-program1-degree62-volume40.mid.wav.ogg,0.0
note-program1-degree60-volume70.mid.wav.ogg,0.0
note-program0-degree69-volume40.mid.wav.ogg,0.0
note-program0-degree72-volume40.mid.wav.ogg,0.0
note-program0-degree69-volume70.mid.wav.ogg,0.0
note-program0-degree62-volume100.mid.wav.ogg,0.0
note-program0-degree65-volume70.mid.wav.ogg,0.0
note-program0-degree67-volume70.mid.wav.ogg,0.0
note-program0-degree60-volume100.mid.wav.ogg,0.0
note-program0-degree60-volume40.mid.wav.ogg,0.0
note-program0-degree67-volume40.mid.wav.ogg,0.0
note-program0-degree65-volume40.mid.wav.ogg,0.0
note-program0-degree72-volume100.mid.wav.ogg,0.0
note-program0-degree64-volume70.mid.wav.ogg,0.0
note-program0-degree65-volume100.mid.wav.ogg,0.0
note-program0-degree60-volume70.mid.wav.ogg,0.0
note-program0-degree72-volume70.mid.wav.ogg,0.0
note-program0-degree71-volume100.mid.wav.ogg,0.0
note-program0-degree67-volume100.mid.wav.ogg,0.0
note-program0-degree64-volume100.mid.wav.ogg,0.0
note-program0-degree71-volume70.mid.wav.ogg,0.0
note-program5-degree60-volume70.mid.wav.ogg,0.0
note-program5-degree65-volume40.mid.wav.ogg,0.0
note-program5-degree62-volume100.mid.wav.ogg,0.0
note-program5-degree71-volume70.mid.wav.ogg,0.0
note-program5-degree67-volume70.mid.wav.ogg,0.0
note-program5-degree72-volume100.mid.wav.ogg,0.0
note-program5-degree69-volume100.mid.wav.ogg,0.0
note-program5-degree71-volume40.mid.wav.ogg,0.0
note-program5-degree67-volume100.mid.wav.ogg,0.0
note-program5-degree72-volume70.mid.wav.ogg,0.0
note-program5-degree60-volume100.mid.wav.ogg,0.0
note-program5-degree62-volume70.mid.wav.ogg,0.0
note-program5-degree71-volume100.mid.wav.ogg,0.0
note-program5-degree64-volume40.mid.wav.ogg,0.0
note-program5-degree60-volume40.mid.wav.ogg,0.0
note-program5-degree64-volume70.mid.wav.ogg,0.0
note-program5-degree69-volume40.mid.wav.ogg,0.0
note-program5-degree64-volume100.mid.wav.ogg,0.0
note-program5-degree65-volume100.mid.wav.ogg,0.0
note-program4-degree69-volume40.mid.wav.ogg,0.0
note-program4-degree60-volume100.mid.wav.ogg,0.0
note-program4-degree67-volume40.mid.wav.ogg,0.0
note-program4-degree72-volume70.mid.wav.ogg,0.0
note-program4-degree65-volume40.mid.wav.ogg,0.0
note-program4-degree67-volume100.mid.wav.ogg,0.0
note-program4-degree65-volume100.mid.wav.ogg,0.0
note-program4-degree62-volume100.mid.wav.ogg,0.0
note-program4-degree71-volume70.mid.wav.ogg,0.0
note-program4-degree62-volume40.mid.wav.ogg,0.0
note-program4-degree69-volume70.mid.wav.ogg,0.0
note-program4-degree60-volume70.mid.wav.ogg,0.0
note-program4-degree62-volume70.mid.wav.ogg,0.0
note-program4-degree60-volume40.mid.wav.ogg,0.0
note-program4-degree71-volume40.mid.wav.ogg,0.0
note-program4-degree72-volume100.mid.wav.ogg,0.0
note-program4-degree64-volume100.mid.wav.ogg,0.0
note-program4-degree71-volume100.mid.wav.ogg,0.0
note-program4-degree65-volume70.mid.wav.ogg,0.0
note-program4-degree69-volume100.mid.wav.ogg,0.0
